"Run one: Time (s)","Run one: Temperature (°C)","Run one: Temperature 2 (°C)"
878,41.2638492251,39.4745831586
879,41.0826755803,39.270591203
880,41.133939482,39.3976386139
881,41.1868399904,39.3725283899
882,41.1868399904,39.4745831586
883,41.2638492251,39.4494510185
884,41.2381711553,39.4227559781
885,41.2381711553,39.4494510185
886,41.4744039639,39.5767565594
887,41.4213102049,39.4997224867
888,41.2638492251,39.4997224867
889,41.2381711553,39.3725283899
890,41.1868399904,39.3474252902
891,41.133939482,39.3474252902
892,41.0042414558,39.218883144
893,41.1083034093,39.270591203
894,41.133939482,39.3207610357
895,41.1595838155,39.3725283899
896,41.133939482,39.3474252902
897,41.133939482,39.3474252902
898,41.2381711553,39.4745831586
899,41.4213102049,39.6790496481
900,41.133939482,39.4745831586
901,41.133939482,39.295672581
902,41.0826755803,39.270591203
903,41.1083034093,39.270591203
904,41.0826755803,39.2439499754
905,40.90031441,39.1938233417
906,40.8731556043,38.9889086107
907,40.9258839971,39.1672049863
908,41.029844145,39.2439499754
909,41.0554550255,39.2439499754
910,41.0554550255,39.270591203
911,41.0554550255,39.2439499754
912,41.3425403186,39.4745831586
913,41.133939482,39.5264409165
914,41.1083034093,39.270591203
915,40.9770475547,39.3207610357
916,41.029844145,39.1938233417
917,41.0042414558,39.1938233417
918,41.029844145,39.1672049863
919,41.0042414558,39.1672049863
920,40.8731556043,38.9389235932
921,40.7949253521,38.9889086107
922,40.8731556043,39.0920898551
923,40.9770475547,39.0920898551
924,40.9770475547,39.1421596326
925,40.9770475547,39.1938233417
926,40.9770475547,39.1421596326
927,41.133939482,39.3725283899
928,41.1083034093,39.295672581
929,41.0826755803,39.2439499754
930,40.9770475547,39.1171212607
931,40.90031441,39.0655016025
932,40.9258839971,39.0655016025
933,40.8731556043,39.0404845162
934,40.7183647125,38.7345820829
935,40.8220578976,38.8374758359
936,40.9514617063,38.9889086107
937,40.90031441,39.0154743491
938,40.90031441,39.0154743491
939,40.8731556043,39.0404845162
940,40.9770475547,39.1938233417
941,40.9514617063,39.1938233417
942,40.9770475547,39.0404845162
943,40.8731556043,38.9639126659
944,40.8476027158,38.9639126659
945,40.8476027158,38.9389235932
946,40.6148033142,38.8624371475
947,40.7438769182,38.9639126659
948,40.7438769182,38.8374758359
949,40.7949253521,38.9389235932
950,40.8220578976,38.9139413774
951,40.8220578976,38.9139413774
952,41.0554550255,39.1171212607
953,40.9258839971,39.0655016025
954,40.8476027158,38.9639126659
955,40.8220578976,38.9139413774
956,40.7693971258,38.8624371475
957,40.7438769182,38.8624371475
958,40.6657709883,38.633359296
959,40.5368203913,38.6847355039
960,40.6402831843,38.8374758359
961,40.7693971258,38.8374758359
962,40.7183647125,38.8374758359
963,40.7693971258,38.8374758359
964,40.9258839971,39.0154743491
965,40.8731556043,39.1171212607
966,40.7693971258,38.7860145736
967,40.691266743,38.8374758359
968,40.7183647125,38.7610740235
969,40.691266743,38.7345820829
970,40.6148033142,38.5571257238
971,40.6148033142,38.583567045
972,40.6402831843,38.659822275
973,40.7183647125,38.7610740235
974,40.6657709883,38.7610740235
975,40.691266743,38.7610740235
976,40.7949253521,39.0655016025
977,40.7949253521,38.9139413774
978,40.6657709883,38.7610740235
979,40.6148033142,38.7345820829
980,40.6148033142,38.7096554348
981,40.5877396267,38.7096554348
982,40.3810754005,38.5571257238
983,40.4843428837,38.4560953646
984,40.509782354,38.7096554348
985,40.5877396267,38.659822275
986,40.6148033142,38.6847355039
987,40.5877396267,38.7096554348
988,40.7693971258,38.8624371475
989,40.8220578976,38.9389235932
990,40.691266743,38.7610740235
991,40.509782354,38.659822275
992,40.5368203913,38.659822275
993,40.509782354,38.659822275
994,40.509782354,38.6847355039
995,40.3033123826,38.4312430071
996,40.4843428837,38.5322466066
997,40.4334874227,38.5073740994
998,40.4589112454,38.5571257238
999,40.5368203913,38.6084598426
1000,40.509782354,38.6084598426
1001,40.509782354,38.633359296
1002,40.7438769182,38.8374758359
1003,40.6148033142,38.7345820829
1004,40.5368203913,38.633359296
1005,40.5622760676,38.583567045
1006,40.4843428837,38.5571257238
1007,40.4843428837,38.5571257238
1008,40.2779360701,38.330347495
1009,40.2525674558,38.3551733391
1010,40.4589112454,38.3800056868
1011,40.406483156,38.5073740994
1012,40.4334874227,38.5322466066
1013,40.4334874227,38.5073740994
1014,40.4589112454,38.5073740994
1015,40.4589112454,38.5073740994
1016,40.6402831843,38.659822275
1017,40.4589112454,38.583567045
1018,40.509782354,38.633359296
1019,40.406483156,38.5322466066
1020,40.406483156,38.4560953646
1021,40.406483156,38.4560953646
1022,40.3556754101,38.4560953646
1023,40.3810754005,38.4312430071
1024,40.2256217197,38.2032165662
1025,40.2779360701,38.2543586482
1026,40.3556754101,38.4063971988
1027,40.3033123826,38.3039771449
1028,40.406483156,38.4312430071
1029,40.3556754101,38.4312430071
1030,40.3810754005,38.4063971988
1031,40.3556754101,38.4063971988
1032,40.3556754101,38.3800056868
1033,40.4843428837,38.5571257238
1034,40.6148033142,38.7345820829
1035,40.3810754005,38.583567045
1036,40.4334874227,38.4312430071
1037,40.3302831681,38.4809542862
1038,40.2779360701,38.3551733391
1039,40.3302831681,38.330347495
1040,40.2779360701,38.3039771449
1041,40.3033123826,38.330347495
1042,40.0973517056,38.0267530012
1043,40.0720374689,38.0515003771
1044,40.2002689314,38.3039771449
1045,40.0973517056,38.2032165662
1046,40.2002689314,38.330347495
1047,40.2525674558,38.2543586482
1048,40.2256217197,38.2543586482
1049,40.2525674558,38.2543586482
1050,40.2256217197,38.2791646675
1051,40.406483156,38.4560953646
1052,40.4843428837,38.633359296
1053,40.4334874227,38.4809542862
1054,40.2256217197,38.2543586482
1055,40.1749237912,38.1784302329
1056,40.2002689314,38.2032165662
1057,40.2002689314,38.2032165662
1058,40.1495862829,38.2295590722
1059,40.0973517056,38.0020119335
1060,40.0720374689,37.8753124245
1061,39.8918915744,37.926281501
1062,40.0973517056,38.0778013921
1063,40.1226735245,38.1273286104
1064,40.1495862829,38.1273286104
1065,40.2002689314,38.1536502977
1066,40.1749237912,38.1536502977
1067,40.3033123826,38.3551733391
1068,40.2002689314,38.1536502977
1069,40.2779360701,38.3800056868
1070,40.1749237912,38.1273286104
1071,40.0198507321,38.1536502977
1072,40.0720374689,38.0778013921
1073,40.0973517056,38.0778013921
1074,40.1495862829,38.0778013921
1075,40.0198507321,38.0515003771
1076,39.8918915744,37.8506096754
1077,39.8918915744,37.8506096754
1078,39.969276014,37.9015659097
1079,40.0720374689,38.1025618248
1080,40.0720374689,38.0267530012
1081,40.046730798,38.1025618248
1082,40.046730798,38.0267530012
1083,40.046730798,38.0267530012
1084,40.3033123826,38.2543586482
1085,40.2002689314,38.2295590722
1086,40.1226735245,38.0778013921
1087,40.1749237912,38.1536502977
1088,40.046730798,38.0778013921
1089,39.9945596149,37.926281501
1090,39.9945596149,38.0020119335
1091,39.969276014,37.9015659097
1092,40.0198507321,37.9015659097
1093,39.9424204058,37.9015659097
1094,39.8918915744,37.6747813155
1095,39.9171522566,37.8012227754
1096,39.7893465055,37.9015659097
1097,39.969276014,37.8506096754
1098,39.8918915744,37.9015659097
1099,39.9424204058,37.8753124245
1100,39.9424204058,37.9015659097
1101,39.969276014,37.8753124245
1102,39.969276014,37.8753124245
1103,40.0198507321,38.0778013921
1104,40.0720374689,38.0267530012
1105,40.0973517056,38.1536502977
1106,40.1749237912,38.0778013921
1107,39.9945596149,37.9015659097
1108,40.0198507321,37.926281501
1109,39.7893465055,37.7503184045
1110,39.8918915744,37.8259131306
1111,39.9171522566,37.8012227754
1112,39.8666383434,37.7503184045
1113,39.8666383434,37.7503184045
1114,39.8398149315,37.7503184045
1115,39.8666383434,37.7503184045
1116,39.8918915744,37.7503184045
1117,39.6601557134,37.574667286
1118,39.6601557134,37.574667286
1119,39.5846209957,37.3993229382
1120,39.7121239406,37.6239416697
1121,39.6869233351,37.5993014493
1122,39.6869233351,37.5500391656
1123,39.7893465055,37.774996039
1124,39.6869233351,37.6239416697
1125,39.8398149315,37.7256469153
1126,39.7641233796,37.7256469153
1127,39.7893465055,37.6994401754
1128,39.7893465055,37.6994401754
1129,39.8145770175,37.6994401754
1130,39.8145770175,37.6994401754
1131,39.7893465055,37.7503184045
1132,39.8918915744,37.8753124245
1133,39.969276014,37.8753124245
1134,39.8666383434,37.774996039
1135,39.8666383434,37.7503184045
1136,39.8666383434,37.6747813155
1137,39.8666383434,37.6747813155
1138,39.7641233796,37.6239416697
1139,39.7373318832,37.5993014493
1140,39.7121239406,37.6239416697
1141,39.6869233351,37.574667286
1142,39.7121239406,37.574667286
1143,39.5327287898,37.32404861
1144,39.5846209957,37.2994812368
1145,39.4557333805,37.5238783927
1146,39.6097919569,37.5500391656
1147,39.7121239406,37.5500391656
1148,39.6869233351,37.574667286
1149,39.6601557134,37.5500391656
1150,39.6601557134,37.5993014493
1151,39.6869233351,37.6239416697
1152,39.8666383434,37.7256469153
1153,39.9171522566,37.7256469153
1154,39.8918915744,37.7503184045
1155,39.7641233796,37.5993014493
1156,39.6097919569,37.4746529869
1157,39.6869233351,37.5238783927
1158,39.6869233351,37.5238783927
1159,39.6097919569,37.4992626903
1160,39.6097919569,37.4746529869
1161,39.3286026316,37.2488295944
1162,39.4557333805,37.32404861
1163,39.5578848007,37.32404861
1164,39.5327287898,37.3747374589
1165,39.5846209957,37.4746529869
1166,39.6097919569,37.4485117342
1167,39.5846209957,37.4485117342
1168,39.6869233351,37.6501285568
1169,39.7373318832,37.7256469153
1170,39.5846209957,37.4239143586
1171,39.6869233351,37.5238783927
1172,39.5846209957,37.4239143586
1173,39.5578848007,37.4239143586
1174,39.5578848007,37.3993229382
1175,39.5327287898,37.3747374589
1176,39.3035119622,37.1491339251
1177,39.5846209957,37.2733848488
1178,39.4054870225,37.2488295944
1179,39.6097919569,37.574667286
1180,39.5327287898,37.4239143586
1181,39.5327287898,37.3747374589
1182,39.5327287898,37.4239143586
1183,39.7121239406,37.5500391656
1184,39.6349701908,37.3993229382
1185,39.5846209957,37.5500391656
1186,39.5846209957,37.3486218809
1187,39.5075800034,37.32404861
1188,39.4808673161,37.3486218809
1189,39.4808673161,37.32404861
1190,39.4557333805,37.32404861
1191,39.3286026316,37.1491339251
1192,39.2517848042,37.2994812368
1193,39.3788052774,37.1491339251
1194,39.3788052774,37.3486218809
1195,39.4557333805,37.2994812368
1196,39.4306066212,37.2994812368
1197,39.4808673161,37.2994812368
1198,39.4808673161,37.32404861
1199,39.6601557134,37.4485117342
1200,39.6097919569,37.4485117342
1201,39.5327287898,37.3486218809
1202,39.4557333805,37.3747374589
1203,39.4054870225,37.2488295944
1204,39.4054870225,37.2488295944
1205,39.3537003981,37.2488295944
1206,39.4054870225,37.2242801942
1207,39.2517848042,36.9240197151
1208,39.1499855549,37.0235003626
1209,39.4054870225,37.1982028552
1210,39.3788052774,37.2242801942
1211,39.3788052774,37.2733848488
1212,39.3788052774,37.2242801942
1213,39.3788052774,37.2242801942
1214,39.6601557134,37.5500391656
1215,39.4557333805,37.1982028552
1216,39.4808673161,37.3486218809
1217,39.3788052774,37.1736654847
1218,39.3286026316,37.1736654847
1219,39.3286026316,37.1736654847
1220,39.3035119622,37.1491339251
1221,39.0733208633,36.8750790486
1222,39.226715773,37.0495339271
1223,39.2517848042,37.0495339271
1224,39.3286026316,37.1491339251
1225,39.3035119622,37.1491339251
1226,39.3286026316,37.1491339251
1227,39.3286026316,37.1491339251
1228,39.5075800034,37.4485117342
1229,39.5578848007,37.32404861
1230,39.3286026316,37.1736654847
1231,39.2517848042,37.1246081624
1232,39.2517848042,37.1246081624
1233,39.2000876341,37.0740420243
1234,39.1750330935,36.8995465547
1235,39.0733208633,36.8995465547
1236,39.226715773,36.9990040884
1237,39.1750330935,37.0495339271
1238,39.2517848042,37.0985558754
1239,39.2000876341,37.0495339271
1240,39.3035119622,37.0985558754
1241,39.3286026316,37.2242801942
1242,39.3286026316,37.2733848488
1243,39.3035119622,37.0985558754
1244,39.1499855549,36.9745135252
1245,39.226715773,37.0235003626
1246,39.2000876341,37.0235003626
1247,39.1750330935,36.9990040884
1248,39.023289284,36.8490885032
1249,39.0733208633,36.9240197151
1250,39.1750330935,36.8995465547
1251,39.1750330935,37.0235003626
1252,39.1499855549,36.9990040884
1253,39.1499855549,37.0235003626
1254,39.1750330935,36.9745135252
1255,39.4054870225,37.1736654847
1256,39.4557333805,37.32404861
1257,39.2517848042,37.0235003626
1258,39.1750330935,36.9745135252
1259,39.1249450029,36.9745135252
1260,39.1750330935,36.9484985436
1261,39.0983470543,36.9240197151
1262,38.9201862894,36.7742100531
1263,38.9467319411,36.7009105085
1264,39.1249450029,36.9745135252
1265,39.1249450029,36.9745135252
1266,39.1499855549,36.9484985436
1267,39.1499855549,36.9484985436
1268,39.0733208633,36.9484985436
1269,39.3035119622,37.0985558754
1270,39.1499855549,37.1736654847
1271,39.1750330935,36.9745135252
1272,39.1249450029,37.0235003626
1273,39.0733208633,36.8750790486
1274,39.1249450029,36.8995465547
1275,39.023289284,36.8995465547
1276,39.023289284,36.8490885032
1277,38.8952092062,36.6261353311
1278,38.8702389532,36.72533813
1279,38.9467319411,36.7497713069
1280,39.023289284,36.8246326151
1281,39.023289284,36.8490885032
1282,39.0483016117,36.8490885032
1283,39.023289284,36.8750790486
1284,39.1750330935,36.9745135252
1285,39.3537003981,37.0740420243
1286,39.1499855549,36.9745135252
1287,39.0483016117,36.8995465547
1288,39.0733208633,36.8001823386
1289,38.9467319411,36.7742100531
1290,38.9967212552,36.7742100531
1291,38.9717231597,36.7497713069
1292,38.9467319411,36.7497713069
1293,38.8452755152,36.6749622322
1294,38.7688672197,36.5758056274
1295,38.8452755152,36.5254991969
1296,38.9467319411,36.6261353311
1297,38.9201862894,36.7009105085
1298,38.9467319411,36.72533813
1299,38.9717231597,36.72533813
1300,38.9201862894,36.7497713069
1301,38.9201862894,36.72533813
1302,38.9467319411,36.72533813
1303,38.9201862894,36.72533813
1304,39.0733208633,36.8995465547
1305,38.9717231597,36.7742100531
1306,38.9201862894,36.7742100531
1307,38.9201862894,36.7009105085
1308,38.9967212552,36.72533813
1309,38.9717231597,36.72533813
1310,38.8452755152,36.6505460251
1311,38.8702389532,36.6505460251
1312,38.8452755152,36.6505460251
1313,38.8452755152,36.6505460251
1314,38.8452755152,36.6261353311
1315,38.8452755152,36.6261353311
1316,38.7938098818,36.6505460251
1317,38.6162402061,36.452367505
1318,38.5151460487,36.377762378
1319,38.7688672197,36.5011165418
1320,38.66760694,36.6261353311
1321,38.7439313108,36.5254991969
1322,38.7439313108,36.6002049941
1323,38.8187593123,36.6002049941
1324,38.8452755152,36.6261353311
1325,38.8702389532,36.5758056274
1326,38.7938098818,36.6002049941
1327,38.8452755152,36.6002049941
1328,38.7938098818,36.5758056274
1329,38.8452755152,36.5758056274
1330,38.8952092062,36.8246326151
1331,39.023289284,36.72533813
1332,39.1499855549,36.7742100531
1333,38.7938098818,36.6002049941
1334,38.8702389532,36.7009105085
1335,38.9467319411,36.6261353311
1336,38.7938098818,36.5254991969
1337,38.9467319411,36.6505460251
1338,38.8187593123,36.5514117318
1339,38.7688672197,36.5254991969
1340,38.71744429,36.5254991969
1341,38.7439313108,36.4767393158
1342,38.71744429,36.452367505
1343,38.7439313108,36.4767393158
1344,38.7688672197,36.452367505
1345,38.71744429,36.5011165418
1346,38.6925222616,36.452367505
1347,38.66760694,36.5011165418
1348,38.66760694,36.4767393158
1349,38.66760694,36.4264783743
1350,38.66760694,36.4264783743
1351,38.5664570999,36.129945707
1352,38.4654166902,36.2530252372
1353,38.6162402061,36.2530252372
1354,38.4390086646,36.1041312501
1355,38.6925222616,36.351890732
1356,38.4390086646,36.3275464603
1357,38.6411417426,36.2788738985
1358,38.5664570999,36.3032075203
1359,38.5151460487,36.377762378
1360,38.5913453302,36.351890732
1361,38.66760694,36.452367505
1362,38.6925222616,36.4264783743
1363,38.6411417426,36.377762378
1364,38.6925222616,36.4021176894
1365,38.6411417426,36.377762378
1366,38.6411417426,36.4021176894
1367,38.66760694,36.377762378
1368,38.6411417426,36.377762378
1369,38.6411417426,36.351890732
1370,38.6162402061,36.351890732
1371,38.6162402061,36.3275464603
1372,38.5913453302,36.3275464603
1373,38.5913453302,36.377762378
1374,38.5664570999,36.3275464603
1375,38.5913453302,36.3275464603
1376,38.5664570999,36.3275464603
1377,38.5664570999,36.3032075203
1378,38.5913453302,36.3275464603
1379,38.5913453302,36.3275464603
1380,38.6411417426,36.377762378
1381,38.7439313108,36.3275464603
1382,38.7688672197,36.5254991969
1383,38.6925222616,36.5254991969
1384,38.7439313108,36.6261353311
1385,38.7439313108,36.452367505
1386,38.5664570999,36.351890732
1387,38.5400206199,36.3275464603
1388,38.6925222616,36.4021176894
1389,38.5913453302,36.4264783743
1390,38.5913453302,36.3275464603
1391,38.6411417426,36.4264783743
1392,38.5664570999,36.351890732
1393,38.4902780771,36.2287025412
1394,38.5400206199,36.2530252372
1395,38.4654166902,36.1785536301
1396,38.4902780771,36.2043851218
1397,38.4654166902,36.1785536301
1398,38.4390086646,36.154247051
1399,38.4390086646,36.1785536301
1400,38.4654166902,36.1785536301
1401,38.4390086646,36.129945707
1402,38.2621098364,35.9812134114
1403,38.2621098364,35.956948978
1404,38.186175274,35.8326739201
1405,38.4390086646,36.005482984
1406,38.2621098364,36.129945707
1407,38.3381048735,36.0312750511
1408,38.3893194969,36.0555552658
1409,38.3629327484,36.154247051
1410,38.4654166902,36.1041312501
1411,38.4141608113,36.154247051
1412,38.3893194969,36.129945707
1413,38.3893194969,36.154247051
1414,38.3893194969,36.1785536301
1415,38.3893194969,36.154247051
1416,38.3893194969,36.129945707
1417,38.3629327484,36.154247051
1418,38.4390086646,36.1041312501
1419,38.3629327484,36.1041312501
1420,38.3629327484,36.154247051
1421,38.3629327484,36.079840661
1422,38.3629327484,36.1041312501
1423,38.3381048735,36.1041312501
1424,38.5400206199,36.2287025412
1425,38.5664570999,36.2788738985
1426,38.5913453302,36.3275464603
1427,38.5664570999,36.2287025412
1428,38.4654166902,36.129945707
1429,38.4902780771,36.351890732
1430,38.4902780771,36.0555552658
1431,38.3629327484,36.1041312501
1432,38.3893194969,36.1041312501
1433,38.313283492,36.0312750511
1434,38.3893194969,35.9812134114
1435,38.2621098364,35.956948978
1436,38.2621098364,36.0555552658
1437,38.313283492,35.9812134114
1438,38.313283492,35.9812134114
1439,38.2884685889,35.9812134114
1440,38.2621098364,35.956948978
1441,38.2884685889,35.956948978
1442,38.2373082485,35.9311736337
1443,38.2621098364,35.956948978
1444,38.2621098364,35.956948978
1445,38.2373082485,35.956948978
1446,38.2125130937,35.956948978
1447,38.0360325272,35.7842124692
1448,38.0112890956,35.7342576726
1449,37.935551458,35.7342576726
1450,38.0855383458,35.7342576726
1451,37.8598724785,35.6359239984
1452,38.0607822723,35.7342576726
1453,38.2125130937,35.9812134114
1454,38.0607822723,35.8084406727
1455,38.161393341,35.9069197578
1456,38.1366177959,35.88267098
1457,38.161393341,35.8326739201
1458,38.1118486241,35.9069197578
1459,38.1118486241,35.8326739201
1460,38.1366177959,35.8326739201
1461,38.2373082485,35.8584272872
1462,38.161393341,35.88267098
1463,38.161393341,35.956948978
1464,38.186175274,35.88267098
1465,38.186175274,35.88267098
1466,38.186175274,35.88267098
1467,38.186175274,35.8584272872
1468,38.161393341,35.9311736337
1469,38.161393341,35.9311736337
1470,38.161393341,35.8584272872
1471,38.161393341,35.8584272872
1472,38.1366177959,35.9069197578
1473,38.161393341,35.8584272872
1474,38.1366177959,35.8584272872
1475,38.1366177959,35.8584272872
1476,38.1366177959,35.8584272872
1477,38.1118486241,35.8326739201
1478,38.1366177959,35.8326739201
1479,38.1118486241,35.88267098
1480,38.3893194969,36.0555552658
1481,38.2884685889,35.9311736337
1482,38.4390086646,36.0555552658
1483,38.186175274,36.0555552658
1484,38.2621098364,35.956948978
1485,38.186175274,35.8584272872
1486,38.161393341,35.9812134114
1487,38.2621098364,35.9311736337
1488,38.161393341,35.88267098
1489,38.0607822723,35.8326739201
1490,38.1366177959,35.9069197578
1491,38.0607822723,35.7842124692
1492,38.0360325272,35.7842124692
1493,38.0360325272,35.7342576726
1494,38.0360325272,35.7342576726
1495,38.0360325272,35.7342576726
1496,38.0360325272,35.7342576726
1497,38.0112890956,35.7584755149
1498,38.0360325272,35.6843241593
1499,38.0112890956,35.7100448336
1500,38.0112890956,35.7584755149
